LSOA21CD,COA,ACS,OPS,WIC,WAL,GRQ,URB,DIS,DRN,CRN,DUN,LOU,DIU,REU,MEU,HDU,OUT,n_lsoa11_sources,signature_dominant_code,signature_dominant_type
E01000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8004434305130185,0.0,0.19955656948698144,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301607460717728,0.08528909483839614,0.6131034444438759,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000049,0.0,0.0,0.0,0.0,0.44259681032072073,0.0,0.0,0.0,0.0,0.0,0.5574031896792794,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9693384909218259,0.03066150907817425,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2681114622972113,0.7318885377027887,0.0,0.0,0.0,0.0,0.0,1,LOU,Local urbanity
E01000052,0.0,0.0,0.0,0.0,0.002137280901606794,0.0,0.0,0.0,0.09375139909434657,0.0,0.9041113200040466,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000053,0.0,0.0,0.0,0.0,0.34996698634939005,0.0,0.0,0.0,0.5207926818337232,0.0,0.12924033181688685,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28323994374140216,0.133331187626852,0.5834288686317458,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6377242866882524,0.10951202233276018,0.2527636909789874,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000056,0.0,0.0,0.0,0.0,0.1945789106074251,0.0,0.0,0.0,0.5417056503521113,0.0,0.26371543904046363,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11179626083094789,0.6787736168182498,0.20943012235080224,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5595929813889085,0.4404070186110914,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1371508625774969,0.007731870115126065,0.855117267307377,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000060,0.0,0.0,0.508552936373545,0.0,0.00606816716582211,0.0,0.0,0.0,0.4853788964606328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl
E01000061,0.0,0.0,0.5794950933272487,0.0,0.2536604182229059,0.0,0.0,0.0,0.16684448844984529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl
E01000062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999802395720481,1.9760427951840466e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5904347623321463,0.40956523766785374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000064,0.0,0.0,0.10967198620895369,0.0,0.0,0.0,0.0,0.0040137229778450705,0.8863142908132012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17247918175985136,0.8275208182401487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020131148255750518,0.997986885174425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7344412230269554,0.2655587769730446,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99838606854684,0.0016139314531600944,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035798979636625004,0.7202093241858436,0.2439916961775314,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051093576096065706,0.9455485334310331,0.0033578904729012773,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034007390967243596,0.8822702293608536,0.08372237967190266,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9946271258871483,0.005372874112851748,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006316139319164905,0.9094567873097212,0.08422707337111393,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02724653151107005,0.97275346848893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978677872536792,0.021322127463208045,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455677411729053,0.544322588270947,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17180785327079176,0.12656657877747823,0.7016255679517299,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027741515752834275,0.0,0.9722584842471658,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000087,0.0,0.0,0.0,0.0,0.5830118357354256,0.0,0.0,0.0,0.3766650679568856,0.0006716904052980239,0.03965140590239086,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land
E01000088,0.0,0.0,0.0,0.0,0.0075542510327000385,0.0,0.0,0.0,0.8060358787451583,0.18640932993403678,5.402881050003745e-07,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000089,0.0,0.0,0.0,0.0,0.3535970760772315,0.0,0.0,0.0,0.0,0.6464029239227685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000090,0.0,0.0,0.0,0.0,0.9549476302181799,0.0,0.0,0.0,0.0030333190985409775,0.042019050683279185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land
E01000091,0.0,0.0,0.0,0.0,0.44271889540088827,0.0,0.0,0.0,0.18405421221624862,0.0,0.37322689238286305,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land
E01000093,0.0,0.0,0.0,0.0,0.054392171600701256,0.0,0.0,0.0,0.49443145303855673,0.0,0.45117637536074184,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000094,0.0,0.0,0.0,0.0,0.9423994315665803,0.0,0.0,0.0,0.05274917964582622,0.0,0.004851388787593493,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land
E01000095,0.0,0.0,0.0,0.0,0.9421970354390964,0.0,0.0,0.0,0.0578029645609036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land
E01000096,0.0,0.0,0.0,0.0,0.02423413667424669,0.0,0.0,0.0,0.8954379897453025,0.0,0.08032787358045085,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7445323885492999,0.25546761145070007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14745642864933345,0.8525435713506666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8859592145824029,0.11404078541759718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8818295051282499,0.11817049487175009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9931950886658579,0.006804911334142013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32962484388970154,0.6703751561102985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000103,0.0,0.008607310213127762,0.10553386528144174,0.0,0.43785639948106503,0.0,0.0,0.045373963840398206,0.4015941496853966,0.0010343114985707721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land
E01000104,0.0,0.0,0.49319800159365174,0.0,0.0,0.0,0.0,0.4274495068942803,0.07935249151206805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl
E01000105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5912314269425665,0.24164220374835202,0.16712636930908162,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35844927045901537,0.6415507295409847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000107,0.0,0.0,0.9968139385965968,0.0,0.0,0.0,0.0,0.003186061403403128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl
E01000108,0.0,0.0,0.7886628272812984,0.0,0.0,0.0,0.0,0.11564557596453975,0.09569159675416172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl
E01000110,0.0,0.0,0.672508000085819,0.0,0.005440890992511397,0.0,0.0,0.0,0.3220511089216696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl
E01000111,0.0,0.0,0.3311538443195993,0.0,0.023877326162478382,0.0,0.0,0.013951051750931245,0.629196053408105,0.0,0.0018217243588860364,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000112,0.0,0.0,0.0347640157650598,0.0,0.0,0.0,0.0,0.0,0.9617394774513008,0.0,0.0034965067836394536,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7240855543501329,0.0,0.27591444564986706,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000114,0.0,0.0,0.0,0.0,0.40994135710530205,0.0,0.0,0.0,0.5774655809935901,0.0,0.012593061901107762,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods
E01000115,0.0,0.5161583213119895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4838416786880105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ACS,Accessible suburbia
E01000116,0.0,0.8458053951307599,0.0,0.0,0.0,0.0029233777808987944,0.0,0.0,0.0,0.15127122708834131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ACS,Accessible suburbia
E01000117,0.0,0.18349940352977542,0.0,0.0,2.978646725432665e-06,0.12356765470988969,0.0,0.0,0.0,0.6929299631136093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000118,0.0,0.33971372129968297,0.03623021358913399,0.0,0.0,0.1320118104150634,0.0,0.0,0.004280109591143523,0.487764145104976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000119,0.0,0.8302427869895149,0.0029690750097897344,0.0,0.0,0.0,0.0,0.004996335925700032,0.02045937613031303,0.14133242594468223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ACS,Accessible suburbia
E01000120,0.0,0.9905330918453595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00946690815464046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ACS,Accessible suburbia
E01000121,0.0,0.2202288072730378,0.010930540616716625,0.0,0.0,0.0,0.0,0.0,0.0,0.7688406521102455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000122,0.0,0.8979983767211134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10200162327888675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ACS,Accessible suburbia
E01000123,0.0,0.01498895076573562,0.0,0.0,0.0016176090089885633,0.0,0.0,0.0,0.0,0.9833934402252759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18882477784995017,0.7974352244618473,0.013739997688202535,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001226838813460713,0.11181746172924024,0.8880598543894137,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043667213431675025,0.956332786568325,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999790375000966,0.00020962499903401496,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8503592260075202,0.14964077399247985,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3092023017426074,0.6907976982573927,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0554309452022395,0.8213681042443524,0.12320095055340817,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19793272581516835,0.35427128179933515,0.4477959923854965,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000133,0.0,0.0,0.0,0.0,0.001281048680552459,0.0,0.0,0.0,0.16760733356004553,0.22584208424291244,0.6052695335164896,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08421133503798083,0.09050727405787691,0.8252813909041423,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08512947392298698,0.9122158466310626,0.002654679445950353,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000136,0.0,0.0,0.05147687396315589,0.0,0.44303295986985153,0.0,0.0,0.012310049786535632,0.42700595737618946,0.029230201341411306,0.03694395766285618,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land
E01000137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01244974605084772,0.9817815747201604,0.005768679228991854,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000138,0.0,0.16931399426847205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.830686005731528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30144211989575825,0.6985578801042417,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26309508382574753,0.7049746929657984,0.03193022320845397,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12211892815548132,0.8778810718445187,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
E01000142,0.0,0.12759682628424895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5527300427434323,0.3196731309723189,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods
E01000143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04001903564932098,0.959980964350679,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods
