NLC,cluster,max_posterior,entropy,tot_entry,tot_exit,total_activity,Station,Fare Zone,easting,northing,lon,lat,catchment_area_m2,station_in_lnwc_extent,lnwc_1_share,lnwc_2_share,lnwc_3_share,lnwc_4_share,lnwc_5_share,lnwc_6_share,lnwc_7_share,covered_area_m2,lnwc_coverage_ratio,analysis_eligible,dominant_lnwc,lnwc_entropy_normalized,exclusion_reason,imd_score,imd_covered_area_m2,total_catchment_area_m2,imd_coverage_ratio,total_activity_metric,log_total_activity,direction_balance,midnight_share_common_window,night_tube_extension_share,common_window_persistence,weekend_common_ratio,volume_band,distance_to_centre_km
512,0,1.0,3.312793211707495e-24,16469.15800745222,28849.970374424967,45319.12838187719,Balham LU,3,528480.3274,173244.480799999,-0.1526912294756308,51.44362737290878,1550139.7748050531,True,0.0,0.3168385264296132,0.2476567023436137,0.2406417355448932,0.0849811478453522,0.1098818878365275,0.0,1550139.7748050613,1.000000000000005,True,2.0,0.7732961474974993,,10.294581622221685,1550139.7767946348,1550139.7748050531,1.0000000012834853,45319.128381877206,10.721506547924276,-0.2731917582934745,0.0422643080748414,0.0675715701991157,0.0639307447376751,0.8330448818161511,high,7.323660101559454
513,3,1.0,1.5673449138322407e-166,91406.14782448392,32449.579175152,123855.72699963592,Bank and Monument,1,532710.1551,181119.8978,-0.088908087271181,51.513425435909184,270882.8051319224,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,270882.8051319224,0.9999999999999998,True,1.0,-0.0,,9.682,270882.8054792592,270882.8051319224,1.0000000012822399,123855.72699963594,11.726880749144003,0.4760100326204961,0.0316963767675859,0.019706374035511,0.0445810634212127,0.3688743472512699,high,2.6805791630356164
514,0,1.0,1.5909772190541232e-21,18710.73475998977,50301.57582767076,69012.31058766053,Barking,4,544358.8052,184382.179,0.080182080144555,51.539885097485445,1986932.003857952,True,0.1945652596464581,0.1389037710120855,0.1110711135871772,0.4146639761087178,0.1407958796455611,0.0,0.0,1986932.0038579467,0.9999999999999974,True,4.0,0.7594529393331159,,34.068957855478445,1986932.0063780213,1986932.0038579518,1.000000001268322,69012.31058766051,11.142054672042764,-0.4577566060123984,0.0434653215271612,0.0171419569191642,0.0668130160098733,0.7932289796292948,high,14.777365295748309
515,4,1.0,5.204223289368523e-38,714.948946704523,4023.674694132535,4738.623640837058,Barkingside,4,544798.7557,189493.9487,0.0886252042343672,51.58570377518845,1622174.07864624,True,0.0,0.0,0.0384923756241483,0.0505417328550245,0.7046298479104685,0.1253803623094848,0.0809556813008738,1622174.0786462224,0.9999999999999892,True,5.0,0.5071022758998884,,18.266772354442722,1622174.0807103144,1622174.07864624,1.0000000012724124,4738.6236408370605,8.463713010869435,-0.6982461571570473,0.0511553079372187,0.0618815726544248,0.0745695305382272,0.6336395767575607,low,17.266654266079275
516,0,1.0,3.152924600723678e-46,7402.351236572083,12966.531270303212,20368.882506875296,Barons Court,2,524045.7583,178327.6646,-0.2146840501234848,51.49029837209941,844102.373359655,True,0.2112569278796086,0.6622471026142644,0.1264959695061268,0.0,0.0,0.0,0.0,844102.3733596635,1.00000000000001,True,2.0,0.4434408395426936,,16.96223677748219,844102.3744530217,844102.373359655,1.000000001295301,20368.88250687528,9.92181274125504,-0.2731706087387462,0.0425489722815002,0.089181449875139,0.0663516325465069,0.703028114888279,medium,6.4245360860463885
517,2,1.0,7.349750906141729e-44,6602.944139000001,10111.78975898,16714.73389798,Bayswater,1,525842.957,180822.646199999,-0.1879225224209527,51.51232394663448,430477.2164615136,True,0.0447442571032684,0.5156983129820757,0.4395574299146558,0.0,0.0,0.0,0.0,430477.2164614973,0.9999999999999624,True,2.0,0.4326171885112603,,17.29432256044916,430477.2170189796,430477.21646151354,1.0000000012949954,16714.73389798,9.72410570444014,-0.2099253055057041,0.0298721246737787,0.0012841002358597,0.0477249651912303,1.1123525396319067,medium,4.313916083864184
518,4,1.0,8.192734689079705e-21,2137.9462031406574,7839.893892635998,9977.840095776655,Becontree,5,547627.5438,184527.341,0.1273417848283317,51.54034470776378,1958219.611704982,True,0.0,0.0,0.0500565558218662,0.1654530935216127,0.7137037985882919,0.070786552068229,0.0,1958219.6117049763,0.999999999999997,True,5.0,0.4500376494571271,,28.579433107514063,1958219.6141797202,1958219.6117049821,1.0000000012637693,9977.84009577666,9.208222139683038,-0.5714611213211181,0.036935153862339,0.0174814660784152,0.0531999838179498,0.6324132281232546,low,17.97867647338921
519,0,1.0,1.6400028225319947e-41,7690.740753327739,10364.728174600008,18055.468927927748,Belsize Park,2,527353.7983,185088.897399999,-0.1646209868164118,51.55032570077621,1401369.1465854282,True,0.1420134261611249,0.558071861532431,0.145065861716924,0.0790285359473233,0.0758203146421967,0.0,0.0,1401369.146585416,0.9999999999999912,True,2.0,0.6572202126360077,,14.867424117381411,1401369.1484015542,1401369.1465854282,1.0000000012959656,18055.468927927737,9.801259288913778,-0.1480984754229345,0.0294420515839886,0.0386573994264136,0.0434058010603529,0.7395206590769943,medium,5.469246292790267
520,2,1.0,1.0986705057961764e-30,19323.6633898948,27501.424468900004,46825.08785879481,Bethnal Green LU,2,535043.5417,182718.410700001,-0.0546903019258305,51.527237667207054,1421929.0786951757,True,0.1962051313660783,0.6898257389296786,0.0634265551252228,0.0505425745790203,0.0,0.0,0.0,1421929.0786951852,1.0000000000000069,True,2.0,0.4632644558984492,,33.89620760329241,1421929.0805162033,1421929.0786951757,1.000000001280674,46825.0878587948,10.754195759477977,-0.1746448635326848,0.0483344644242994,0.0892815538102861,0.0802443265109551,0.9377016492760234,high,5.438422760995828
521,3,1.0,7.817229215283331e-65,20667.335486833734,15065.569707903032,35732.90519473677,Blackfriars LU,1,531693.8776,180893.0855,-0.103629638137254,51.51162476747557,526642.6124917677,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,344568.41638327885,0.6542737108814282,True,1.0,-0.0,,9.594336437315798,344568.38116056565,526642.6124917677,0.6542736439998041,35732.90519473677,10.483855242406724,0.1567677116764582,0.0206139438274949,0.0013067617286917,0.0289865633325088,0.5376192094244548,high,1.6424073880411092
522,0,1.0,3.481363776390886e-35,10751.414276842386,29363.085213185223,40114.49949002761,Blackhorse Road,3,535760.6278,189370.2981,-0.041793873795219,51.586840594392974,1874672.497355851,True,0.0,0.085954088466614,0.0,0.5649584109265223,0.294491164560109,0.0,0.0545963360467545,1874672.4973558488,0.9999999999999988,True,4.0,0.5407707442036472,,22.03410474745666,1874672.4997659463,1874672.497355851,1.0000000012856087,40114.49949002759,10.599518059563,-0.4639636832803973,0.0433954661120258,0.066153868739834,0.0681077367116161,0.8140081796458517,high,10.60671400212134
524,3,1.0,4.734204349288397e-65,114842.62331718982,38197.19576609632,153039.81908328616,Bond Street,1,528490.674,181117.635,-0.1496811425789451,51.51437958002913,569193.8607293953,True,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,569193.8607293689,0.9999999999999536,True,1.0,1.1410835440311978e-16,,12.860003789793911,569193.861463353,569193.8607293953,1.0000000012894688,153039.81908328613,11.938459956186104,0.5008201656941461,0.0214489649850881,0.0217945834456787,0.0305088873261799,0.7375944902654422,high,1.8016942042147488
525,2,1.0,5.592313458679589e-25,8937.246024840002,8913.374023476004,17850.620048316006,Borough,1,532439.9633,179751.461100001,-0.0933129512735988,51.5011913652754,833716.7040598297,True,0.7119593166833464,0.2514520672646246,0.0365886160520288,0.0,0.0,0.0,0.0,833716.704059846,1.0000000000000195,True,1.0,0.3648900545844313,,19.454184210532986,833716.7051291127,833716.7040598297,1.0000000012825496,17850.620048316003,9.789849542098736,0.0013373205692231,0.0401691602757868,0.003356876578052,0.0645172161712182,0.8829796394422516,medium,2.3898267326228035
526,0,1.0,3.750309869964949e-48,1261.5081704142667,3717.403205908999,4978.911376323265,Boston Manor,4,516333.5188,178693.009,-0.3255952087308763,51.495219674970095,1750049.5930790636,True,0.0,0.0,0.0,0.0,0.5161187491722827,0.1397923916011227,0.3440888592265944,1750049.593079072,1.0000000000000049,True,5.0,0.5054285531034064,,15.21132202200996,1750049.5953645618,1750049.5930790636,1.000000001305962,4978.911376323267,8.513167373941327,-0.4932594396384528,0.0437164419360081,0.0760490642305755,0.0684007006861509,0.8362006842500928,low,13.903087678772437
527,0,1.0,1.4919356858247115e-41,3910.695672480389,13699.885550848723,17610.58122332911,Bounds Green,3/4,529984.4864,191469.272600001,-0.124341977871115,51.60706378685743,1837281.0780255897,True,0.0377606339420475,0.0660475940649124,0.0708574741889278,0.6354585253982409,0.1898757724058712,0.0,0.0,1837281.078025578,0.9999999999999936,True,4.0,0.5623812997455041,,24.38465802017052,1837281.080406473,1837281.0780255897,1.0000000012958732,17610.58122332911,9.776311988676133,-0.5558697781876945,0.0483217424095492,0.0704461110290519,0.0753847556148769,0.7561632338523945,medium,11.091280388616887
528,2,0.999999927468255,1.264898801940596e-06,6489.373613292136,12474.97526503754,18964.34887832968,Bow Road,2,537089.8973,182735.951300001,-0.0252032121690731,51.526902665586434,1217713.8494362785,True,0.2221646792195936,0.708408020067394,0.0344415531129896,0.0349857476000226,0.0,0.0,0.0,1217713.8494363138,1.000000000000029,True,2.0,0.417151986744694,,32.33133880033582,1217713.8509926416,1217713.8494362785,1.0000000012781025,18964.34887832968,9.85036884985834,-0.3156238946112767,0.0479619389706149,0.0135152848333555,0.0802860169932815,0.8216225232848932,medium,7.34436700327013
529,0,1.0,1.2405358143176472e-32,2072.6776554105745,4565.648293407941,6638.325948818516,Brent Cross,3,523873.7006,187934.037,-0.2137847584215133,51.57666898367216,1793474.547118137,True,0.0,0.0,0.0529819387826213,0.2813775781771875,0.658923980142889,0.0067165028973021,0.0,1793474.5471181353,0.9999999999999992,True,5.0,0.4218723855782422,,30.210115132636343,1793474.549454196,1793474.5471181367,1.0000000013025327,6638.325948818513,8.80076572358546,-0.3755420654571897,0.0365804772213832,0.0521097665895089,0.0545438971717354,0.7344192556304447,low,9.811724244443978
530,0,1.0,8.325990864656843e-39,4817.629362765983,10950.721664779998,15768.35102754598,Bromley-by-Bow,2/3,538049.5634,182523.513599999,-0.0114614594625467,51.52476012571751,1571011.4856958317,True,0.0,0.1583892523737243,0.456416636951289,0.3851941106749866,0.0,0.0,0.0,1571011.4856958091,0.9999999999999856,True,3.0,0.5228052637314817,,33.30546659165607,1571011.4877012207,1571011.4856958317,1.0000000012764954,15768.35102754598,9.665823526766992,-0.3889495034262001,0.0449217757142807,0.0129589553906149,0.0719256276079653,0.8624137336975358,medium,8.200919614287164
532,4,0.9999999999820376,4.6019864244267724e-10,2360.681658068569,8697.543736676203,11058.225394744772,Burnt Oak,4,520325.5892,190759.991599999,-0.263993694832954,51.602834176714175,1853481.6077304112,True,0.0,0.0724576983592836,0.0999548730662896,0.5515637730488486,0.276023655525578,0.0,0.0,1853481.6077304245,1.000000000000007,True,4.0,0.5672816316702711,,28.816694316715676,1853481.610157285,1853481.6077304112,1.0000000013093595,11058.22539474477,9.311020235982124,-0.5730451182175321,0.0400215580075503,0.0530685901595862,0.0580050158154733,0.6955221696539434,low,14.281803423265792
534,0,1.0,2.972065968581708e-18,6348.565699511074,10670.71058399232,17019.276283503394,Caledonian Road,2,530558.3633,184969.7784,-0.1184734764123798,51.54852353192346,1353351.0012886191,True,0.0,0.993641750968619,0.0052143806092749,0.0011438684221061,0.0,0.0,0.0,1353351.0012885914,0.9999999999999796,True,2.0,0.021323868733402,,27.684317600813454,1353351.0030356282,1353351.0012886191,1.0000000012908765,17019.27628350339,9.742160634868902,-0.2539558564350154,0.0392486695975309,0.0632732031593431,0.0625644888144811,0.7897634269784524,medium,4.610350369363863
535,1,0.9999953868181816,6.12934564604247e-05,52802.52488370019,35056.314223999645,87858.83910769984,Camden Town,2,528910.2525,183893.5725,-0.1426229702612466,51.53923059833878,1024591.2104846806,True,0.3666221845956932,0.4377133633867158,0.182540667894435,0.0001434738390469,0.0,0.0129803102841089,0.0,1024591.2104846608,0.9999999999999808,True,2.0,0.5640724801108766,,27.7827131265329,1024591.2118059429,1024591.2104846806,1.0000000012895507,87858.83910769982,11.383498086293171,0.2019854899055374,0.0383046184667978,0.0944151391049392,0.06158843753649,1.4045596788438537,high,3.7215289601872916
536,3,1.0,8.024710009354142e-102,8000.085283715004,5875.420527657001,13875.505811372004,Cannon Street LU,1,532611.4757,180900.064999999,-0.0904119205678546,51.511473069259,244434.7825794189,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,201900.4864329226,0.8259891833001444,True,1.0,-0.0,,9.682,201900.30392446328,244434.78257941894,0.8259884366451168,13875.505811372,9.53795245967174,0.1531234093330623,0.0227447852133994,0.0008173009856948,0.0312200345392108,0.3488564116147304,medium,2.531678213816721
537,0,0.9999999999972716,7.569726802629095e-11,1876.4533428766963,6755.427528807998,8631.880871684694,Canons Park,5,518186.8967,191252.07,-0.2946941062058866,51.60770907048488,1966085.0343725423,True,0.0,0.0,0.0,0.2296598755022666,0.6056462740673472,0.1646938504303862,0.0,1966085.0343725423,1.0,True,5.0,0.4823579398914824,,18.376445442262323,1966085.036953611,1966085.0343725425,1.000000001312796,8631.880871684698,9.063333548960966,-0.5652272382414223,0.0434173531443122,0.0633608764288101,0.0639794085781108,0.7305764873183377,low,16.154161336503094
540,1,1.0,2.4202412345527493e-111,11684.83340538332,11665.841083698991,23350.67448908231,Chalk Farm,2,528202.4569,184390.607000001,-0.1526421476691667,51.54385835909765,1284359.4073482906,True,0.1599779543308883,0.5652724513248505,0.0221670954302096,0.1255093174558053,0.1123177457979767,0.0147554356602693,0.0,1284359.40734831,1.000000000000015,True,2.0,0.6518053964735566,,25.01961217085243,1284359.4090064825,1284359.4073482906,1.0000000012910653,23350.67448908232,10.05842397312035,0.0008133521664738,0.0334515025629622,0.0358982695406826,0.0560993262544855,0.8612796254755544,medium,4.452398170605897
541,3,1.0,2.7369938907680665e-160,17998.838891407606,5917.571720214,23916.410611621606,Chancery Lane,1,531123.9465,181615.465500001,-0.1115693026029435,51.51824890350831,546686.6347354882,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,546686.6347355053,1.0000000000000313,True,1.0,-0.0,,21.57959878207417,546686.6354400158,546686.6347354882,1.000000001288723,23916.410611621603,10.082361950182388,0.5051454989371608,0.0221002733202519,0.0776603996207679,0.0300877047971816,0.3303282857380648,medium,1.583932134137988
542,1,1.0,2.298093907870957e-48,56223.77277068601,26849.939994103675,83073.71276478969,Embankment,1,530419.3254,180395.871400001,-0.1221695343079573,51.50745185655674,341453.8019552259,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,211408.6888607576,0.6191428756985379,True,1.0,-0.0,,19.11044393726047,211408.1402777727,341453.8019552259,0.6191412690888538,83073.7127647897,11.327495635675918,0.3535875766110247,0.0286466588603782,0.0202597656114075,0.0478069411483716,1.0347540303687888,high,0.28582377092036587
545,0,1.0,1.0685979141123642e-14,2650.5889391086,4817.557987651997,7468.146926760597,Chiswick Park,3,520293.2801,178723.680199999,-0.2685715255005448,51.49466748590177,1051236.3874693108,True,0.0,0.6745902360689184,0.1412174425538613,0.0667940926962729,0.1173982286809473,0.0,0.0,1051236.387469323,1.0000000000000115,True,2.0,0.5006509642882979,,13.068926198221266,1051236.3888367785,1051236.3874693108,1.0000000013008183,7468.146926760601,8.91853607170738,-0.2901615447305278,0.0386141498697386,0.0152620234169358,0.055230342537149,0.6198649762509517,low,9.978970477485733
547,2,1.0,6.8654281447106105e-78,15919.988308653175,27540.148534056007,43460.13684270918,Clapham Common,2,529504.8104,175338.249199999,-0.1371925356673191,51.46221051259463,1388080.5238275137,True,0.1826075093168063,0.5129059931645988,0.0631700961257528,0.18024741466467,0.0610689867281718,0.0,0.0,1388080.523827517,1.0000000000000024,True,2.0,0.6716661984783481,,17.9627592512078,1388080.5256096788,1388080.5238275137,1.000000001283906,43460.13684270918,10.679622411837125,-0.2673751412117841,0.0636257679869848,0.1393069987219899,0.1066911739332579,0.9647151135461992,high,5.079866945153083
548,2,1.0,1.1640977145741404e-29,10013.019612375085,18284.038310293618,28297.057922668704,Clapham North,2,530038.9661,175743.4515,-0.1293589507032176,51.46572960060881,961026.4252364924,True,0.2148050296765279,0.7478661411061949,0.0,0.0373288292172771,0.0,0.0,0.0,961026.4252364894,0.9999999999999968,True,2.0,0.3445126660323834,,20.6325553836545,961026.4264686283,961026.4252364924,1.0000000012821042,28297.057922668708,10.250548456635869,-0.2922925316307408,0.0592204196085754,0.099770470345387,0.0989037307785986,0.9866656351025234,high,4.63652254798804
549,0,1.0,1.6412473907881108e-45,8109.961520161199,20658.201825511995,28768.163345673194,Clapham South,2/3,528834.0334,174322.7074,-0.1472124126324337,51.45323695245536,1692061.271941193,True,0.0,0.4361278141745446,0.2379751398305596,0.0384309572752587,0.2874660887196369,0.0,0.0,1692061.271941187,0.9999999999999968,True,2.0,0.6100765269135658,,11.351661282249404,1692061.2741144327,1692061.2719411927,1.0000000012843744,28768.1633456732,10.267059375332792,-0.4361849644196381,0.0470568212933571,0.0793924427125804,0.0729679121692529,0.7020369732780788,high,6.1942387117328845
550,0,1.0,1.916533324803513e-19,1486.1034248744706,4476.264141884,5962.367566758471,Cockfosters,5,528140.5216,196370.205600001,-0.1491631467827761,51.65152862765704,1923513.970328423,True,0.0,0.0,0.0,0.0,0.3845906528836161,0.0,0.6154093471163838,1923513.9703284132,0.999999999999995,True,7.0,0.3423934128933459,,15.129866417294503,1923513.9728329885,1923513.970328423,1.0000000013020782,5962.36756675847,8.6933906284708,-0.5015055988296232,0.0553152549571614,0.0799284552590307,0.0853428997400336,0.9279199050895466,low,16.114981001315833
551,0,1.0,4.390544696161849e-37,5755.633014657403,20022.603049971,25778.2360646284,Colindale,4,521318.6301,189961.520300001,-0.2499380568695295,51.59544539419721,1900645.490300512,True,0.0827512120917952,0.251328831431018,0.268576378773369,0.251682917047631,0.1456606606561867,0.0,0.0,1900645.4903005185,1.000000000000003,True,3.0,0.788421869647236,,24.762304249904926,1900645.4927856214,1900645.4903005122,1.000000001307508,25778.2360646284,10.157324643184776,-0.5534502050312907,0.0435934172225223,0.0635119785383449,0.0681697453871411,0.7626187555072801,medium,13.020577628268148
552,0,1.0,5.5369852178147217e-42,6007.7387346847945,17295.926884897995,23303.66561958279,Colliers Wood,3,526787.9528,170368.2575,-0.1780579960869715,51.41815971696416,1701150.282970924,True,0.0178470204490433,0.5777929199227165,0.1539912597087361,0.0821215113263754,0.1682472885931285,0.0,0.0,1701150.282970925,1.0000000000000009,True,2.0,0.6074416499523962,,12.908741989436797,1701150.2851561424,1701150.282970924,1.0000000012845536,23303.6656195828,10.056408860692011,-0.4843953880254521,0.0485080242698249,0.0805382380744397,0.0751666749234439,0.7712453822005632,medium,10.555140798015636
553,1,1.0,1.1698606657402964e-87,42015.40638092037,19892.087873565983,61907.49425448636,Covent Garden,1,530250.6062,181025.0034,-0.1243670278686055,51.513144508444505,284915.1217793823,True,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,284915.1217793912,1.0000000000000313,True,1.0,-1.1410835440311978e-16,,23.394056172091954,284915.12214586115,284915.1217793823,1.0000000012862738,61907.49425448638,11.033412674694103,0.3573609103998126,0.0211958531043224,0.0192959013346888,0.033678617123799,1.0410102719553331,high,0.6564429896723645
555,4,1.0,1.2823816797022611e-18,2191.0869127885653,6879.916147624003,9071.003060412568,Dagenham East,5,550293.9749,185030.270500001,0.1659760468145935,51.54416043622838,1918035.7210223663,True,0.0,0.0,0.0,0.0729321139836611,0.4931635041689341,0.3062365981948441,0.1276677836525606,1918035.7210223929,1.0000000000000135,True,5.0,0.5985674147921313,,27.750033053793263,1918035.7234383035,1918035.7210223665,1.000000001259589,9071.003060412566,9.11294836331454,-0.5169030595192169,0.0383737543987253,0.0179808748928816,0.0556149781532782,0.7031752326055508,low,20.68958446254566
556,4,1.0,6.125962154189393e-16,3929.921278039253,12834.603447290006,16764.52472532926,Dagenham Heathway,5,549022.5413,184709.7413,0.1475191734684776,51.54161732780605,1868864.298777805,True,0.0,0.0,0.1682160398055818,0.266011720747635,0.5604058721008573,0.0053663673459258,0.0,1868864.298777771,0.9999999999999818,True,5.0,0.5163053035059652,,32.11469289917341,1868864.3011361815,1868864.298777805,1.0000000012619303,16764.524725329255,9.727079957267032,-0.5311622199343835,0.0399025804204006,0.0164868610889757,0.0581274520832885,0.6556007198103458,medium,19.3786561105081
558,0,1.0,3.49724590823874e-42,3378.6188977878883,8780.533651410402,12159.15254919829,Dollis Hill,3,522189.8506,185144.020099999,-0.2390407657243789,51.55196194099086,1511515.115637042,True,0.0,0.1790200720665936,0.0015691380515019,0.6513618083894244,0.1680489814924801,0.0,0.0,1511515.1156370528,1.000000000000007,True,4.0,0.4609876285990626,,36.420386792910016,1511515.117605542,1511515.1156370419,1.0000000013023358,12159.15254919829,9.405919700605802,-0.4442673723983078,0.0443586281054764,0.0693233021461885,0.0693662277698464,0.8291478407238001,medium,9.263634612986136
560,0,1.0,1.6612647372264968e-32,21240.988564281724,47417.997442949214,68658.98600723094,Ealing Broadway,3,517989.3481,180932.526699999,-0.301005548648285,51.51500454109758,1558543.9905949102,True,0.0,0.1632483410770885,0.1577223498427161,0.4373027107983263,0.2209825771648316,0.0207440211170373,0.0,1558543.9905948937,0.9999999999999892,True,4.0,0.7003898449444692,,17.415064332102197,1558543.992630603,1558543.9905949102,1.0000000013061503,68658.98600723094,11.136921863213686,-0.3812612215961155,0.0331194334990078,0.0651564999922313,0.0492210020193122,0.8774221917368156,high,12.15725962459408
